id,answer
0,web
1,computer program that extends the functionality of a web browser
2,unk
3,a browser extension
4,1
5,unk
6,1990
7,most browsers
8,marc andreessen
9,unk
10,microsoft corp v commission
11,mosaic
12,this deal
13,unk
14,a browser extension
15,2003
16,2009
17,this deal
18,web
19,file and others
20,unk
21,1995
22,unk
23,unk
24,may 2012
25,a browser extension
26,8
27,unk
28,nexus
29,apple - based web browsing
30,proprietary web
31,uniform
32,mozilla
33,information provided by web servers in private networks or files in file systems
34,usage
35,web
36,1994
37,javascript
38,google chrome
39,user 's
40,users
41,live bookmarks
42,which stores and displays the contents of the feed
43,usage
44,unk
45,uniform
46,mosaic - influenced netscape navigator in 1994 which quickly became the world 's most popular browser accounting for 90 % of all web use at its peak see usage share of web browsers
47,unk
48,a browser extension
49,unk
50,minimal text - based user interfaces with bare - bones support for html
51,other hand
52,url
53,a browser extension
54,unk
55,unk
56,torch relay
57,islamabad
58,ladbroke grove
59,unk
60,san francisco international airport
61,unk
62,unk
63,chinese media
64,nagano
65,galschiøt
66,first time since april
67,unk
68,falun gong
69,unk
70,this arrangement
71,ladbroke grove
72,stephen smith
73,unk
74,ali mohamed shein
75,unk
76,islamabad
77,eiffel
78,beijing
79,2008
80,shoichi washizawa
81,structure he built in hong kong to commemorate the 1989 tiananmen square protests
82,4
83,stanley ho
84,downing street
85,the torch
86,carrefour
87,unk
88,unk
89,unk
90,unk
91,dar es salaam
92,tibetan independence animal rights and legal online gambling
93,nagano
94,the torch
95,unk
96,chinatown
97,unk
98,san
99,reporters
100,macau fisherman 's wharf
101,vietnam
102,unk
103,public not being allowed at the relay
104,interviews
105,whole relay
106,unk
107,unk
108,kunming
109,unk
110,islamabad
111,islamabad
112,unk
113,control
114,trocadéro
115,wangari maathai
116,relay
117,novelty
118,unk
119,almaty
120,nagano
121,uighur
122,praise
123,unk
124,briefly
125,unk
126,unk
127,torch 's only stop in the middle east on april 14
128,ted quinlan
129,unk
130,unk
131,capital city
132,london
133,unk
134,donald tsang
135,unk
136,galschiøt
137,the torch
138,april 5
139,unk
140,torch
141,unk
142,thupten gyatso
143,unk
144,overseas
145,24
146,unk
147,unk
148,unk
149,4
150,torch 's
151,unk
152,people 's daily
153,unk
154,the french newspaper libération
155,nguyễn
156,tradition
157,carrefour
158,michèle alliot-marie
159,unk
160,8
161,unk
162,5
163,konnie huq
164,unk
165,propane
166,saint petersburg
167,demonising china during their coverage of the torch relays
168,susan prager
169,manhandling
170,its children 's
171,jackie chan
172,chinatown
173,konnie
174,nursultan nazarbaev
175,unk
176,a macau resident
177,unk
178,unk
179,unk
180,international
181,40
182,unk
183,24
184,minami nagano sports park
185,unk
186,ips
187,libération
188,unk
189,minami nagano sports park
190,eiffel
191,unk
192,unk
193,unk
194,130
195,shoichi washizawa
196,unk
197,jane birkin
198,propane
199,unk
200,unk
201,the french newspaper libération
202,dragon
203,situation
204,april 5
205,the torch route
206,western asia
207,unk
208,ladbroke grove
209,unk
210,taipei
211,baichung bhutia
212,nagano
213,ali mohamed shein
214,unk
215,other sporting
216,24 km
217,tibetan government in exile which is based in india
218,luxury
219,beijing changsha fuzhou and shenyang
220,unk
221,islamabad
222,april 26 2008
223,unk
224,unk
225,vice
226,islamabad
227,lê minh phiếu
228,august 8 2008
229,jacques rogge
230,unk
231,mostly peaceful demonstrators
232,unk
233,chinese students and scholars association
234,unk
235,unk
236,astana square
237,unk
238,ali mohamed shein
239,unk
240,unk
241,harmony
242,jorge carcavallo
243,little mention –
244,san francisco international airport
245,unk
246,unk
247,3
248,eiffel tower
249,tanzania
250,media
251,2008
252,north america
253,unk
254,2
255,1
256,wembley stadium
257,international
258,40
259,flame
260,nagano
261,ali mohamed shein
262,unk
263,unk
264,legal online gambling
265,pakistan
266,bollywood
267,overseas
268,saint petersburg
269,muscat
270,india
271,china
272,silk
273,unk
274,com relating to a boycott of carrefour
275,eiffel tower
276,pro - tibet protests
277,people 's daily
278,nagano
279,unk
280,narisa chakrabongse
281,unk
282,beijing games ' organizing committee
283,4
284,gavin newsom
285,sanya
286,unk
287,example
288,eiffel tower
289,reporters
290,2005
291,assurances that it will be done peacefully
292,fedor emelianenko
293,unk
294,sulaf fawakherji
295,unk
296,unk
297,unk
298,protest
299,nagano
300,city
301,unk
302,calls to do so by some ioc members
303,unk
304,winter
305,islamabad
306,unk
307,mayor 's remark
308,unk
309,konnie huq
310,130
311,peter ueberroth
312,com and cyberctm
313,luxury
314,unk
315,pyongyang
316,unk
317,unk
318,unk
319,starting point for the olympic torch relay in nagano
320,part
321,starting point for the olympic torch relay in nagano
322,11
323,first time since april
324,24
325,unk
326,30
327,agnes shea
328,37
329,counter
330,tanzania
331,unk
332,china
333,nursultan nazarbaev
334,islamabad
335,2008
336,unk
337,2008
338,tibetan flag
339,human rights
340,unk
341,unk
342,600
343,china 's
344,chinatown
345,unk
346,unk
347,unk
348,kamal nath
349,2008
350,pyongyang
351,pro - tibet
352,paul danahar
353,to spelling
354,unk
355,frequency
356,12
357,other words
358,100
359,frequency
360,low pitch corresponds
361,shifts
362,overtones
363,organization
364,to spelling
365,higher frequencies
366,12
367,respect to fundamental frequency
368,unk
369,inherent octave ambiguities
370,highly regarded and recognised name in dance music
371,whiteley
372,september
373,unk
374,the city
375,3570 people claiming job seeker 's allowance approximately 2
376,unk
377,highfield
378,uk
379,unk
380,18th - century
381,then hampton
382,london
383,here the rivers test and itchen converge
384,fortified settlement which became medieval southampton
385,southampton area
386,city
387,13
388,conservative
389,most common form
390,west quay retail park
391,1968
392,2011
393,16
394,solent
395,the city
396,city
397,england and wales
398,2014
399,600
400,unk
401,city 's
402,solent
403,canute 's
404,city including aircraft and car manufacture cables electrical engineering products and petrochemicals
405,2014
406,the settlement
407,unk
408,unk
409,unk
410,hampshire
411,house
412,unk
413,104
414,unk
415,king
416,1964
417,unk
418,close second for boys
419,unk
420,1840
421,1862
422,westquay park
423,unk
